semana,semana_num,sprint,indice,id,titulo,descricao,tipo,data_ddmmaaaa,hora_hhmm,data_hora_iso,professor,is_instrucao,is_autoestudo,is_atividade_ponderada,parent_instruction_id,parent_instruction_title,anchor_method,anchor_confidence,links_urls,materiais_urls,arquivos_urls,num_links,num_materiais,num_arquivos,record_hash,texto_completo,links,materiais,arquivos
Semana 04,4,2,11,fcec2ea8172b4362a1268869c052f398,SOA do ponto de vista de negócio,"13/05/2025 - 14:00h








Rafael Ricardo Jacomossi",Outros,13/05/2025,14:00,2025-05-13T14:00:00-03:00,Rafael Ricardo Jacomossi,True,False,False,,,,,,,,0,0,0,0ab4a4cfffc3de76de77c6074ad5cee9feda66bd,"SOA do ponto de vista de negócio








13/05/2025 - 14:00h








Rafael Ricardo Jacomossi",,,
Semana 04,4,2,12,3ea67c6c398f4530ae9f3ac9e63a3fde,Benefícios da SOA para negócios,Rafael Ricardo Jacomossi,Outros,,,,Rafael Ricardo Jacomossi,False,False,False,,,,,,,,0,0,0,e2a3517ab03b0950830e0f352f063e8ddaef1553,"Benefícios da SOA para negócios








Rafael Ricardo Jacomossi",,,
Semana 04,4,2,13,0b6b7e9cf6ed4bccba59636b063d6997,Qual a importância da SOA (Arquitetura Orientada a Serviços) para a adaptação das empresas às necessidades de negócios atuais?,Rafael Ricardo Jacomossi,Outros,,,,Rafael Ricardo Jacomossi,False,False,False,,,,,,,,0,0,0,374ea75c4b490e4456b6dd606a7dc9d7f280f8cc,"Qual a importância da SOA (Arquitetura Orientada a Serviços) para a adaptação das empresas às necessidades de negócios atuais?








Rafael Ricardo Jacomossi",,,
Semana 04,4,2,14,82a6d5bdde2640899e90618b996896fe,Negócios Online - Arquiteturas Orientadas a Serviços,Rafael Ricardo Jacomossi,Outros,,,,Rafael Ricardo Jacomossi,False,False,False,,,,,,,,0,0,0,e18b3aaa54113f1cfc227b205186b770b4962ead,"Negócios Online - Arquiteturas Orientadas a Serviços








Rafael Ricardo Jacomossi",,,
Semana 04,4,2,15,dd4f07c97c8a4e5da8c82fbe3ff3585e,Padrões de interação e recursos de personalização,"14/05/2025 - 14:00h








Bruna Mayer Costa",Outros,14/05/2025,14:00,2025-05-14T14:00:00-03:00,Bruna Mayer Costa,True,False,False,,,,,,,,0,0,0,6bba78a747903f69419bea6e02220ddb2b036b19,"Padrões de interação e recursos de personalização








14/05/2025 - 14:00h








Bruna Mayer Costa",,,
Semana 04,4,2,16,4956814657f04c21ab117e10e0527567,"The internet is starting to break, here's why",Bruna Mayer Costa,Outros,,,,Bruna Mayer Costa,False,False,False,,,,,,,,0,0,0,831113687a5901d9116b616efa2e6def7b2e068c,"The internet is starting to break, here's why








Bruna Mayer Costa",,,
Semana 04,4,2,17,2467b75666c54de6ad8165a1b30639d2,Intro to UI Design Patterns,Bruna Mayer Costa,Outros,,,,Bruna Mayer Costa,False,False,False,,,,,,,,0,0,0,77d89196275fcfa54c42abaeb7df2f19382db2da,"Intro to UI Design Patterns








Bruna Mayer Costa",,,
Semana 04,4,2,18,8412397749d94f42b2c5ce1559054a08,"Basics of UI Design for Mobile Apps - Artboard Size, Screen Density and Resolution for Beginners",Bruna Mayer Costa,Outros,,,,Bruna Mayer Costa,False,False,False,,,,,,,,0,0,0,dba29f0d21dce58190ffe1cf666f63422c36c657,"Basics of UI Design for Mobile Apps - Artboard Size, Screen Density and Resolution for Beginners








Bruna Mayer Costa",,,
Semana 04,4,2,19,04d269a7c4bf4a328693d3514df39bb7,How to Develop and Test a Mobile-First Design in 2021,Bruna Mayer Costa,Outros,,,,Bruna Mayer Costa,False,False,False,,,,,,,,0,0,0,293a29185d5e2b08c4b8e0159bb06c41de20be99,"How to Develop and Test a Mobile-First Design in 2021








Bruna Mayer Costa",,,
Semana 04,4,2,20,025ca71f292749ccae923d04b5819633,Medidas de proximidade: Encontrando Vizinhos com K-NN,"15/05/2025 - 14:00h








Luciano Galdino",Outros,15/05/2025,14:00,2025-05-15T14:00:00-03:00,Luciano Galdino,True,False,False,,,,,,,,0,0,0,4b4af76a1a9d193c1ba7c06af83087b86d3316da,"Medidas de proximidade: Encontrando Vizinhos com K-NN








15/05/2025 - 14:00h








Luciano Galdino",,,
Semana 04,4,2,21,885a1c31dd0a4e2d9ec3b674efbaa8ca,Videoaula 1: Top 6 Machine Learning Algorithms for Beginners - Classification (by Visual Studio Design),Luciano Galdino,Outros,,,,Luciano Galdino,True,False,False,,,,,,,,0,0,0,bf3e9b134fe9eaa8662cd1203bd22311376b9bf5,"Videoaula 1: Top 6 Machine Learning Algorithms for Beginners - Classification (by Visual Studio Design)








Luciano Galdino",,,
Semana 04,4,2,22,644c178a5d8348f6b51ac77756f2d27e,Teoria: Modelos Preditivos: Métodos baseados em distâncias,Luciano Galdino,Outros,,,,Luciano Galdino,False,False,False,,,,,,,,0,0,0,4dfb4f6b90b9d0beb3099d9f94bd42072f42d273,"Teoria: Modelos Preditivos: Métodos baseados em distâncias








Luciano Galdino",,,
Semana 04,4,2,23,b9aabc3c1177448ca15416088178549b,Sprint Review  e  Retrospective 2,16/05/2025 - 14:00h,Outros,16/05/2025,14:00,2025-05-16T14:00:00-03:00,,True,False,False,,,,,,,,0,0,0,6253bb084e848151827e4966856c3b10d6d07fd1,"Sprint Review  e  Retrospective 2








16/05/2025 - 14:00h",,,
Semana 04,4,2,24,277c40ef15af4f8bae1066d25358a308,Arquitetura SOA e requisitos não funcionais,"Nota: 9.0








Ovidio Lopes da Cruz Netto

Atividade ponderada",Atividade,,,,,False,False,True,b9aabc3c1177448ca15416088178549b,Sprint Review  e  Retrospective 2,"sim=0.14,prev_prox=1.40",medium,,,,0,0,0,5be80dbf2d63b09d91691da9346ece7f1c15e375,"Arquitetura SOA e requisitos não funcionais

Nota: 9.0








Ovidio Lopes da Cruz Netto

Atividade ponderada",,,
Semana 04,4,2,25,f1ffa63f4ec2480ca6790f11bd7a0553,Atividade de UX: Figma,"Nota: 2.8








Bruna Mayer Costa

Atividade ponderada",Atividade,,,,Bruna Mayer Costa,False,False,True,dd4f07c97c8a4e5da8c82fbe3ff3585e,Padrões de interação e recursos de personalização,"professor,sim=0.11,prev_prox=0.50",high,,,,0,0,0,6d2e24397f9325bf0c50ec492aa35b060037016a,"Atividade de UX: Figma

Nota: 2.8








Bruna Mayer Costa

Atividade ponderada",,,
Semana 04,4,2,26,e4e6703e0df24c06856b922712463982,Questão Ponderada: Medidas de Proximidade,"Nota: 10.0








Luciano Galdino

Atividade ponderada",Atividade,,,,Luciano Galdino,False,False,True,025ca71f292749ccae923d04b5819633,Medidas de proximidade: Encontrando Vizinhos com K-NN,"professor,sim=0.30,prev_prox=0.90",high,,,,0,0,0,14fd370dc9e516e9555b768b4473caeedc46dbf9,"Questão Ponderada: Medidas de Proximidade

Nota: 10.0








Luciano Galdino

Atividade ponderada",,,
Semana 04,4,2,27,c2a612c2279b4c338527a4c4cfd3c9e6,MODELAGEM DE DADOS,"Nota: 6.3

Atividade ponderada",Atividade,,,,MODELAGEM DE DADOS,False,False,True,b9aabc3c1177448ca15416088178549b,Sprint Review  e  Retrospective 2,"sim=0.00,prev_prox=1.10",medium,,,,0,0,0,acda30049622edce0d3e0daca4159417ac4dc6f0,"MODELAGEM DE DADOS

Nota: 6.3

Atividade ponderada",,,
Semana 04,4,2,28,a366cc843ddb4bd8846fc935f9bd0d73,SOLUÇÃO TÉCNICA  (DESIGN),"Nota: 6.6

Atividade ponderada",Atividade,,,,,False,False,True,b9aabc3c1177448ca15416088178549b,Sprint Review  e  Retrospective 2,"sim=0.00,prev_prox=1.00",medium,,,,0,0,0,2d6a9227c3bdf879cad15ea6a39dd9a1b560ebe3,"SOLUÇÃO TÉCNICA  (DESIGN)

Nota: 6.6

Atividade ponderada",,,
Semana 04,4,2,29,e7dd99b778d94d00a110ec6ecdae5e82,MODELO DE RECOMENDAÇÃO BASEADO EM FILTRAGEM COLABORATIVA,"Nota: 6.0

Atividade ponderada",Atividade,,,,MODELO DE RECOMENDAÇÃO BASEADO EM FILTRAGEM COLABORATIVA,False,False,True,b9aabc3c1177448ca15416088178549b,Sprint Review  e  Retrospective 2,"sim=0.00,prev_prox=0.90",medium,,,,0,0,0,a477cca1d8273ff3d2bb29f89ff78b3d35c44511,"MODELO DE RECOMENDAÇÃO BASEADO EM FILTRAGEM COLABORATIVA

Nota: 6.0

Atividade ponderada",,,
Semana 04,4,2,30,0a4067cdfb2b412292e743fb7f5d444b,PROJETO VISUAL DA SOLUÇÃO,"Nota: 7.1

Atividade ponderada",Atividade,,,,PROJETO VISUAL DA SOLUÇÃO,False,False,True,b9aabc3c1177448ca15416088178549b,Sprint Review  e  Retrospective 2,"sim=0.00,prev_prox=0.80",medium,,,,0,0,0,6f609e3b214327b47d0dc3bd1c9034224e7821db,"PROJETO VISUAL DA SOLUÇÃO

Nota: 7.1

Atividade ponderada",,,
Semana 04,4,2,31,a949dae9585649e896c4bf4e2d3bc6f2,GESTÃO DE PROJETOS EVOLUTIVA,"Nota: 6.8

Atividade ponderada",Atividade,,,,GESTÃO DE PROJETOS EVOLUTIVA,False,False,True,b9aabc3c1177448ca15416088178549b,Sprint Review  e  Retrospective 2,"sim=0.00,prev_prox=0.70",medium,,,,0,0,0,f52d05bdbb8fc6bd9245e1be14eb286f0ce9b38c,"GESTÃO DE PROJETOS EVOLUTIVA

Nota: 6.8

Atividade ponderada",,,
Semana 05,5,3,1,af12860269f14e3d8f9d9f028a4b0bd8,Sprint Planning 3 e Demonstração de Aprendizagem,19/05/2025 - 14:00h,Outros,19/05/2025,14:00,2025-05-19T14:00:00-03:00,,True,False,False,,,,,,,,0,0,0,bc27770e2b34214b7a974c2d099cbf9f532fd68c,"Sprint Planning 3 e Demonstração de Aprendizagem








19/05/2025 - 14:00h",,,
Semana 05,5,3,2,42a64baf1c044bc08501d6f993d4b2f1,FrontEnd Mobile e Arquitetura MVVM (React Native),"20/05/2025 - 14:00h








Ovidio Lopes da Cruz Netto",Outros,20/05/2025,14:00,2025-05-20T14:00:00-03:00,,True,False,False,,,,,,,,0,0,0,97fc4fa63e572a5f3898c51cb1056428692178d8,"FrontEnd Mobile e Arquitetura MVVM (React Native)








20/05/2025 - 14:00h








Ovidio Lopes da Cruz Netto",,,
Semana 05,5,3,3,819dc344a2844ebf81dc7f0aee0426fe,Primeiro app com React Native,Ovidio Lopes da Cruz Netto,Outros,,,,,False,False,False,,,,,,,,0,0,0,3358df630fc6dbe6bffb304b97094d629975a38a,"Primeiro app com React Native








Ovidio Lopes da Cruz Netto",,,
Semana 05,5,3,4,e7b0ea4c5a9644749aaebccd8b3bf81e,MVVM com React Native,Ovidio Lopes da Cruz Netto,Outros,,,,,False,False,False,,,,,,,,0,0,0,392bfd69abe48c7f39e707742b12a056e8479cc5,"MVVM com React Native








Ovidio Lopes da Cruz Netto",,,
Semana 05,5,3,5,6fac45482c914dc382116c36d883c354,Exemplo de MVVM com Redux em React Native,Ovidio Lopes da Cruz Netto,Outros,,,,,False,False,False,,,,,,,,0,0,0,2cf8294e50bf86895013b3159f502631fbc1626b,"Exemplo de MVVM com Redux em React Native








Ovidio Lopes da Cruz Netto",,,
Semana 05,5,3,6,9e275fcaeb33418b8e2cb5aeb9499342,Tópicos de BD: Transactions e Triggers,"21/05/2025 - 14:00h








Hermano Peixoto de Oliveira Junior",Outros,21/05/2025,14:00,2025-05-21T14:00:00-03:00,,True,False,False,,,,,,,,0,0,0,53197a7eb4997654f73b40af96eccaaba202249a,"Tópicos de BD: Transactions e Triggers








21/05/2025 - 14:00h








Hermano Peixoto de Oliveira Junior",,,
Semana 05,5,3,7,1b77d97f7f6043448f10787bfcd9c970,PostgreSQL 15 Documentation – SQL Language: Triggers and Transactions,Hermano Peixoto de Oliveira Junior,Outros,,,,,False,False,False,,,,,,,,0,0,0,011b73b642451b2fe529a44286c6bab2852f4371,"PostgreSQL 15 Documentation – SQL Language: Triggers and Transactions








Hermano Peixoto de Oliveira Junior",,,
Semana 05,5,3,8,ed34b55980ca4a76b618542a283b87c2,PostgreSQL Triggers,Hermano Peixoto de Oliveira Junior,Outros,,,,PostgreSQL Triggers,False,False,False,,,,,,,,0,0,0,6138383f20578a41c96cd6da6cef784e16dafcbc,"PostgreSQL Triggers








Hermano Peixoto de Oliveira Junior",,,
Semana 05,5,3,9,d8bdf37b5b594bb292a7450e76bc4377,PostgreSQL Transactions,Hermano Peixoto de Oliveira Junior,Outros,,,,PostgreSQL Transactions,False,False,False,,,,,,,,0,0,0,1db357114e98c9b95b4a54376f74a7b7bdcb57a2,"PostgreSQL Transactions








Hermano Peixoto de Oliveira Junior",,,
Semana 05,5,3,10,037054b36ca8495e9a4764bf0c1a8146,Centróides e Clusters: Explorando Padrões com Agrupamento de Dados (algoritmo k-means).,"22/05/2025 - 14:00h








Luciano Galdino",Outros,22/05/2025,14:00,2025-05-22T14:00:00-03:00,Luciano Galdino,True,False,False,,,,,,,,0,0,0,d37bec7ff613e928081741ff34727bf21bd5564f,"Centróides e Clusters: Explorando Padrões com Agrupamento de Dados (algoritmo k-means).








22/05/2025 - 14:00h








Luciano Galdino",,,
Semana 05,5,3,11,3f3d1e3c60d14bd99a92268b00b16c6f,Teoria: Clusterização - Algoritmo k-means (k-médias),Luciano Galdino,Outros,,,,Luciano Galdino,False,False,False,,,,,,,,0,0,0,f23bd7c24e02b65df1025ba83586eb0d0cc0bf03,"Teoria: Clusterização - Algoritmo k-means (k-médias)








Luciano Galdino",,,
Semana 05,5,3,12,ac4ce076a14e44d88a1ea5df14570c8c,Vídeo 1: k-means clustering (by TileStats),Luciano Galdino,Outros,,,,Luciano Galdino,False,False,False,,,,,,,,0,0,0,305df2638b94c7fec33fc616da14a750df0adcac,"Vídeo 1: k-means clustering (by TileStats)








Luciano Galdino",,,
Semana 05,5,3,13,b564c2658d24489c93b0caf09003ce52,Vídeo 2: k-Means-Clustering visualized (by Valinor),Luciano Galdino,Outros,,,,Luciano Galdino,False,False,False,,,,,,,,0,0,0,e9bcccd9d477d461ee1afc7dc247f8b84333268c,"Vídeo 2: k-Means-Clustering visualized (by Valinor)








Luciano Galdino",,,
Semana 05,5,3,14,417ce32f644447b3a2254afb150fb8a8,Tipos de testes de usabilidade: avaliando personalização e gamificação,"23/05/2025 - 14:00h








Bruna Mayer Costa",Outros,23/05/2025,14:00,2025-05-23T14:00:00-03:00,Bruna Mayer Costa,True,False,False,,,,,,,,0,0,0,d71fff2f2e77561ff687c5e93524cd6c9cf924a5,"Tipos de testes de usabilidade: avaliando personalização e gamificação








23/05/2025 - 14:00h








Bruna Mayer Costa",,,
Semana 05,5,3,15,cc33eb59aab04f7b800548cb93673dcd,Ferramentas de Avaliação: Lighthouse,Bruna Mayer Costa,Avaliação,,,,Bruna Mayer Costa,False,False,False,,,,,,,,0,0,0,95ec2a94d99722124b149378871552539e55f441,"Ferramentas de Avaliação: Lighthouse








Bruna Mayer Costa",,,
Semana 05,5,3,16,7f30bf91bf5d4548a8459b7df6d7f80f,LightHouse: Teste um site!,Bruna Mayer Costa,Outros,,,,Bruna Mayer Costa,False,False,False,,,,,,,,0,0,0,386e111183284a66a5693ee892ac42326135e4a2,"LightHouse: Teste um site!








Bruna Mayer Costa",,,
Semana 05,5,3,17,cae950d27bb043698e01ddeb8eedc915,Fim do Flipper? Debugger React Native,Bruna Mayer Costa,Outros,,,,Bruna Mayer Costa,False,False,False,,,,,,,,0,0,0,f0a4d569333094a1ee78b0bd46ef694fa05aaba8,"Fim do Flipper? Debugger React Native








Bruna Mayer Costa",,,
Semana 05,5,3,18,3a3edefc47e14f9bb3d3d34b6775c72d,Escalas Numéricas de Usabilidade: System Usability Scale (SUS),Bruna Mayer Costa,Outros,,,,Bruna Mayer Costa,False,False,False,,,,,,,,0,0,0,3b3c1d75c405829a2c58416255c849b17686fa2a,"Escalas Numéricas de Usabilidade: System Usability Scale (SUS)








Bruna Mayer Costa",,,
Semana 05,5,3,19,da592ac6339c4319950f67aef3cd47da,Preparando Testes,Bruna Mayer Costa,Outros,,,,Bruna Mayer Costa,False,False,False,,,,,,,,0,0,0,b1fce1a8a7b76b7d99d335ab5530e376288f128a,"Preparando Testes








Bruna Mayer Costa",,,
Semana 05,5,3,20,c74553e0d1054f5b82a92244d5dae254,Qualidades de uma navegação bem sucedida.,Bruna Mayer Costa,Outros,,,,Bruna Mayer Costa,False,False,False,,,,,,,,0,0,0,a7c0232dc1eb5d3b1a21492a9ebb93b0d4f0bf4f,"Qualidades de uma navegação bem sucedida.








Bruna Mayer Costa",,,
Semana 05,5,3,21,50761d11b1a4443a8ba3acc1fc0a0d2b,Questão Ponderada: Clusterização por meio do algoritmo k-means,"Nota: 10.0








Luciano Galdino

Atividade ponderada",Atividade,,,,Luciano Galdino,False,False,True,037054b36ca8495e9a4764bf0c1a8146,Centróides e Clusters: Explorando Padrões com Agrupamento de Dados (algoritmo k-means).,"professor,sim=0.17,prev_prox=0.40",high,,,,0,0,0,dd09fc9b13637a4946cc916b1dc70e7aeaa45f42,"Questão Ponderada: Clusterização por meio do algoritmo k-means

Nota: 10.0








Luciano Galdino

Atividade ponderada",,,
Semana 05,5,3,22,269a9a68383840048ab149a89eb97e93,Atividade de UX: Preparando Testes,"Nota: 8.5








Bruna Mayer Costa

Atividade ponderada",Atividade,,,,Bruna Mayer Costa,False,False,True,417ce32f644447b3a2254afb150fb8a8,Tipos de testes de usabilidade: avaliando personalização e gamificação,"professor,sim=0.18,prev_prox=0.70",high,,,,0,0,0,65d398bb2d0c32d6e619e2d3eeeb53453ba47034,"Atividade de UX: Preparando Testes

Nota: 8.5








Bruna Mayer Costa

Atividade ponderada",,,
Semana 06,6,3,1,b43f0062796e4ac884eac237bf6164f7,Orientação a objetos com TDD,"26/05/2025 - 10:00h








Afonso Cesar Lelis Brandão",Outros,26/05/2025,10:00,2025-05-26T10:00:00-03:00,Afonso Cesar Lelis Brandão,True,False,False,,,,,,,,0,0,0,37b2c221dac18f8162db937992e5329bb0d9d4b8,"Orientação a objetos com TDD








26/05/2025 - 10:00h








Afonso Cesar Lelis Brandão",,,
Semana 06,6,3,2,fd30d89f0d5a4bf59abc598154b10062,"Test-Driven Development (TDD), Programação Orientada a Objetos (OOP) e Behavior-Driven Development (BDD) em C# .NET 9.0",,Outros,,,,,False,False,False,,,,,,,,0,0,0,6bd3cd7e960524bffb3195371ac5b5d5df54c4c2,"Test-Driven Development (TDD), Programação Orientada a Objetos (OOP) e Behavior-Driven Development (BDD) em C# .NET 9.0",,,
Semana 06,6,3,3,12f09bf10f8343cfa17e88c26fb85d75,".NET testes unitários do zero | parte 01 | fakers, assertions, traits, facts, theories, traits",Afonso Cesar Lelis Brandão,Outros,,,,Afonso Cesar Lelis Brandão,False,False,False,,,,,,,,0,0,0,dd1e3c8b185955b994ed08fcdeec01835163c237,".NET testes unitários do zero | parte 01 | fakers, assertions, traits, facts, theories, traits








Afonso Cesar Lelis Brandão",,,
Semana 06,6,3,4,b9ef1b8ed39a49eba9e41665c7ac2508,Curso de linguagem C orientado a testes: Curso de C utilizando Test Driven Development (TDD),Afonso Cesar Lelis Brandão,Outros,,,,Afonso Cesar Lelis Brandão,False,False,False,,,,,,,,0,0,0,4038b74b3fc9f3a4aea4fc24018c79ce8181226c,"Curso de linguagem C orientado a testes: Curso de C utilizando Test Driven Development (TDD)








Afonso Cesar Lelis Brandão",,,
Semana 06,6,3,5,5ecff01b50874f4385f58cc6af65b8fc,TDD: fundamentos do desenvolvimento orientado a testes,Afonso Cesar Lelis Brandão,Outros,,,,Afonso Cesar Lelis Brandão,False,False,False,,,,,,,,0,0,0,80d56aab1301f151f43a5c63228d52ac790ea06e,"TDD: fundamentos do desenvolvimento orientado a testes








Afonso Cesar Lelis Brandão",,,
Semana 06,6,3,6,807493c04b5d44d9b5f32e9b631c7613,Gerenciamento de funil de leads,"27/05/2025 - 10:00h








Rafael Ricardo Jacomossi",Outros,27/05/2025,10:00,2025-05-27T10:00:00-03:00,Rafael Ricardo Jacomossi,True,False,False,,,,,,,,0,0,0,0e877809b9f90166d1f1b3d0dfe35eacf24c94e3,"Gerenciamento de funil de leads








27/05/2025 - 10:00h








Rafael Ricardo Jacomossi",,,
Semana 06,6,3,7,897541ab9a284e319821850abb480c88,O que é Marketing Digital?,Rafael Ricardo Jacomossi,Outros,,,,Rafael Ricardo Jacomossi,False,False,False,,,,,,,,0,0,0,29cbb29a2121334177641b80d71948d76c51f232,"O que é Marketing Digital?








Rafael Ricardo Jacomossi",,,
Semana 06,6,3,8,f15e3345ee924b1ba54e932e5559aed6,O que são Leads?,Rafael Ricardo Jacomossi,Outros,,,,Rafael Ricardo Jacomossi,False,False,False,,,,,,,,0,0,0,104b6177e951663c601d77ff78a5b5b8f7a4671f,"O que são Leads?








Rafael Ricardo Jacomossi",,,
Semana 06,6,3,9,a01b81c94f1f429a86bb8f3785ebf6a0,Funil de vendas: saiba o que é e conheça suas etapas,Rafael Ricardo Jacomossi,Outros,,,,Rafael Ricardo Jacomossi,False,False,False,,,,,,,,0,0,0,eb73b4d2f121c00e6ac09cf465318643cdd99bff,"Funil de vendas: saiba o que é e conheça suas etapas








Rafael Ricardo Jacomossi",,,
Semana 06,6,3,10,13e52da4b8e741a988cfe4c5fc207567,The New Rules of B2B Lead Generation,Rafael Ricardo Jacomossi,Outros,,,,Rafael Ricardo Jacomossi,False,False,False,,,,,,,,0,0,0,99d4f45966fc6a86f6f4c8347d7116ce7f6e53ff,"The New Rules of B2B Lead Generation








Rafael Ricardo Jacomossi",,,
Semana 06,6,3,11,86cb7fc0df5d447097b7ea2a2137ab24,Ética e gestão do conhecimento,"28/05/2025 - 10:00h








Filipe Gonçalves de Souza Nogueira da Silva",Outros,28/05/2025,10:00,2025-05-28T10:00:00-03:00,,True,False,False,,,,,,,,0,0,0,f8955780d0bacd20aced267ab0938eceb59cf686,"Ética e gestão do conhecimento








28/05/2025 - 10:00h








Filipe Gonçalves de Souza Nogueira da Silva",,,
Semana 06,6,3,12,280b076e7f74485192dccfca231d3c87,Qual é a sua estratégia de gestão de conhecimento?,Filipe Gonçalves de Souza Nogueira da Silva,Outros,,,,,False,False,False,,,,,,,,0,0,0,ea6ef8eef0fc7fa58275637f5c6010ea2c5d9a55,"Qual é a sua estratégia de gestão de conhecimento?








Filipe Gonçalves de Souza Nogueira da Silva",,,
Semana 06,6,3,13,7c74ae3ea428491a9031526da645eb3d,AI4People - Um framework de ética na computação,Filipe Gonçalves de Souza Nogueira da Silva,Outros,,,,,False,False,False,,,,,,,,0,0,0,5e9b2efe86bc35fd10d02f604aa84464cc1cb6df,"AI4People - Um framework de ética na computação








Filipe Gonçalves de Souza Nogueira da Silva",,,
Semana 06,6,3,14,d4e81aa1110b49dab94d1ba8195be012,Testes de Integração,"29/05/2025 - 10:00h








Afonso Cesar Lelis Brandão",Outros,29/05/2025,10:00,2025-05-29T10:00:00-03:00,Afonso Cesar Lelis Brandão,True,False,False,,,,,,,,0,0,0,940921baad7e4103e3a12afb991c71b05095007e,"Testes de Integração








29/05/2025 - 10:00h








Afonso Cesar Lelis Brandão",,,
Semana 06,6,3,15,a2fb230ef4d042a0b77fab53145b6fe8,Testes de Integração Aplicados a Software Orientado a Objetos,Afonso Cesar Lelis Brandão,Outros,,,,Afonso Cesar Lelis Brandão,False,False,False,,,,,,,,0,0,0,0b5964a42e677518f37ac61097424ec87b534447,"Testes de Integração Aplicados a Software Orientado a Objetos








Afonso Cesar Lelis Brandão",,,
Semana 06,6,3,16,14617d8b930a4a16a2ed50043daed8ac,2 Níveis de Testes | O que são Testes de Integração?,Afonso Cesar Lelis Brandão,Outros,,,,Afonso Cesar Lelis Brandão,False,False,False,,,,,,,,0,0,0,e438c47e78c4ff21fb53f3891638d2e480bfc88c,"2 Níveis de Testes | O que são Testes de Integração?








Afonso Cesar Lelis Brandão",,,
Semana 06,6,3,17,97aa1a93ac714c4f90cd9c842217d5fb,Testes de Integração em .NET: Teoria e Práticas Avançadas,Afonso Cesar Lelis Brandão,Outros,,,,Afonso Cesar Lelis Brandão,False,False,False,,,,,,,,0,0,0,a44b512d674970573453aeb1f97758cd1d6fe37d,"Testes de Integração em .NET: Teoria e Práticas Avançadas








Afonso Cesar Lelis Brandão",,,
Semana 06,6,3,18,0761aff0347c477e8f4afe09c1b4d4c8,Sprint Review e Retrospective 3,30/05/2025 - 10:00h,Outros,30/05/2025,10:00,2025-05-30T10:00:00-03:00,,True,False,False,,,,,,,,0,0,0,f628761f8e16f47dcd5dc7fdd4a0a52eb302f249,"Sprint Review e Retrospective 3








30/05/2025 - 10:00h",,,
Semana 06,6,3,19,50acc89c67d14fe6860f1ede4cfb7dea,Questão de Negócios Parte 2,"Nota: 10.0








Rafael Ricardo Jacomossi

Atividade ponderada",Atividade,,,,Rafael Ricardo Jacomossi,False,False,True,807493c04b5d44d9b5f32e9b631c7613,Gerenciamento de funil de leads,"professor,sim=0.12,prev_prox=0.20",high,,,,0,0,0,ce45b86a43065d8fadf5cd8c0fe5eb4f42d47747,"Questão de Negócios Parte 2

Nota: 10.0








Rafael Ricardo Jacomossi

Atividade ponderada",,,
Semana 06,6,3,20,89dcf6a204714369ac8e352131d46e93,Testando a aplicação,"Nota: 0.0








Afonso Cesar Lelis Brandão

Atividade ponderada",Atividade,,,,Afonso Cesar Lelis Brandão,False,False,True,d4e81aa1110b49dab94d1ba8195be012,Testes de Integração,"professor,sim=0.00,prev_prox=0.90",high,,,,0,0,0,c4879424c7c802852441e4bd2172c14d709ac03f,"Testando a aplicação

Nota: 0.0








Afonso Cesar Lelis Brandão

Atividade ponderada",,,
Semana 06,6,3,21,417c216c07f44d2eb180bf4b5cfa9aab,IMPLEMENTAÇÃO DO BANCO DE DADOS,"Nota: 7.8

Atividade ponderada",Atividade,,,,IMPLEMENTAÇÃO DO BANCO DE DADOS,False,False,True,0761aff0347c477e8f4afe09c1b4d4c8,Sprint Review e Retrospective 3,"sim=0.00,prev_prox=1.20",medium,,,,0,0,0,36782e574f341559725dc32251ea2d5cb49addac,"IMPLEMENTAÇÃO DO BANCO DE DADOS

Nota: 7.8

Atividade ponderada",,,
Semana 06,6,3,22,29c9b3c0645e4e19ba606f4161e65c8f,DESENVOLVIMENTO DO PROJETO,"Nota: 7.7

Atividade ponderada",Atividade,,,,DESENVOLVIMENTO DO PROJETO,False,False,True,0761aff0347c477e8f4afe09c1b4d4c8,Sprint Review e Retrospective 3,"sim=0.00,prev_prox=1.10",medium,,,,0,0,0,fbdd6a3924ecd0eb99bd8e36cdc703015080aaad,"DESENVOLVIMENTO DO PROJETO

Nota: 7.7

Atividade ponderada",,,
Semana 06,6,3,23,e9d01bc2f1e24580a8d8bd126d704089,PLANEJAMENTO DE TESTES,"Nota: 7.5

Atividade ponderada",Atividade,,,,PLANEJAMENTO DE TESTES,False,False,True,d4e81aa1110b49dab94d1ba8195be012,Testes de Integração,"sim=0.50,prev_prox=0.60",medium,,,,0,0,0,82b5618ed0cec846e326f10ee058c88fb4873bf7,"PLANEJAMENTO DE TESTES

Nota: 7.5

Atividade ponderada",,,
Semana 06,6,3,24,39731f5a606c412db5e340eb38fd4d2b,GESTÃO DE PROJETOS EVOLUTIVA,"Nota: 7.2

Atividade ponderada",Atividade,,,,GESTÃO DE PROJETOS EVOLUTIVA,False,False,True,0761aff0347c477e8f4afe09c1b4d4c8,Sprint Review e Retrospective 3,"sim=0.00,prev_prox=0.90",medium,,,,0,0,0,f52d05bdbb8fc6bd9245e1be14eb286f0ce9b38c,"GESTÃO DE PROJETOS EVOLUTIVA

Nota: 7.2

Atividade ponderada",,,
