semana,indice,id,titulo,descricao,tipo,texto_completo,links,materiais,arquivos
Semana 03,4,813fb6a68b124a16a55624c84034d333,Building a Content-Based Book Recommendation Engine,Ovidio Lopes da Cruz Netto,Outros,"Building a Content-Based Book Recommendation Engine








Ovidio Lopes da Cruz Netto",,,
Semana 03,5,e629a2d956104093ade0ddfe32c31878,Recommender Systems: Behind the Scenes of Machine Learning-Based Personalization,Ovidio Lopes da Cruz Netto,Outros,"Recommender Systems: Behind the Scenes of Machine Learning-Based Personalization








Ovidio Lopes da Cruz Netto",,,
Semana 03,6,ab467695cd784b468e9b9ae71fb895ac,Fundamentos de comunicação e interface aplicados à computação e sistemas móveis,"07/05/2025 - 14:00h








Bruna Mayer Costa",Outros,"Fundamentos de comunicação e interface aplicados à computação e sistemas móveis








07/05/2025 - 14:00h








Bruna Mayer Costa",,,
Semana 03,7,7584afda18fe463486450e10158d924b,"Decomposição em Valores Singulares (SVD): Entendendo através da teoria de matrizes, autovalores e autovetores","08/05/2025 - 14:00h








Luciano Galdino",Outros,"Decomposição em Valores Singulares (SVD): Entendendo através da teoria de matrizes, autovalores e autovetores








08/05/2025 - 14:00h








Luciano Galdino",,,
Semana 03,8,bce3067b31864a36b3d9ece65b77d8b8,Teoria: Fatoração de Matriz,Luciano Galdino,Outros,"Teoria: Fatoração de Matriz








Luciano Galdino",,,
Semana 03,9,cb5c49c7b26c46acbd59fd4932c054ac,Vídeo 1: A.I. Experiments: Visualizing High-Dimensional Space (by Google for Developers),Luciano Galdino,Outros,"Vídeo 1: A.I. Experiments: Visualizing High-Dimensional Space (by Google for Developers)








Luciano Galdino",,,
Semana 03,10,f81c3fbe8fbb4991aefe96e09407e5cd,Vídeo 2: Singular Value Decomposition (SVD): Mathematical Overview (by Steve Brunton),Luciano Galdino,Outros,"Vídeo 2: Singular Value Decomposition (SVD): Mathematical Overview (by Steve Brunton)








Luciano Galdino",,,
Semana 03,11,4d1aaac6676043d1a1ffda79feffe4e3,Tópicos de BD: Stored Procedures e Functions,"09/05/2025 - 14:00h








Hermano Peixoto de Oliveira Junior",Outros,"Tópicos de BD: Stored Procedures e Functions








09/05/2025 - 14:00h








Hermano Peixoto de Oliveira Junior",,,
Semana 03,12,be93d7e39d5c40d1aa6a792c50e257df,PL/pgSQL — SQL Procedural Language,Hermano Peixoto de Oliveira Junior,Outros,"PL/pgSQL — SQL Procedural Language








Hermano Peixoto de Oliveira Junior",,,
Semana 03,13,f7be21925e8b442381b87e076667767b,Procedimentos Armazenados e Sobrecarga de Função - PostgreSQL,Hermano Peixoto de Oliveira Junior,Outros,"Procedimentos Armazenados e Sobrecarga de Função - PostgreSQL








Hermano Peixoto de Oliveira Junior",,,
Semana 03,14,928ce688391c42b59933facf4a5b2241,O que é e Como Criar uma Procedure no PostgreSQL?,Hermano Peixoto de Oliveira Junior,Outros,"O que é e Como Criar uma Procedure no PostgreSQL?








Hermano Peixoto de Oliveira Junior",,,
Semana 03,15,fdace7cdfc9d496a9b13831e5414b936,Creating Mobile App Wireframes: A Step-by-Step Guide,Bruna Mayer Costa,Outros,"Creating Mobile App Wireframes: A Step-by-Step Guide








Bruna Mayer Costa",,,
Semana 03,16,7ff4562360524776838aec68de590711,A Complete Guide To Mobile First Design,Bruna Mayer Costa,Outros,"A Complete Guide To Mobile First Design








Bruna Mayer Costa",,,
Semana 03,17,b2c7bb09513f4621afde06ecefd55832,4 Foundational UI Design Principles | C.R.A.P.,Bruna Mayer Costa,Outros,"4 Foundational UI Design Principles | C.R.A.P.








Bruna Mayer Costa",,,
Semana 03,18,c76172bc7423451da89130c1186a692e,Tipos de Navegação,Bruna Mayer Costa,Outros,"Tipos de Navegação








Bruna Mayer Costa",,,
Semana 03,19,1c3a54c6f7c441fc838ff65d728838ad,Benchmarking: Como Efetuar A Análise De Competidores Em UX Design?,Bruna Mayer Costa,Outros,"Benchmarking: Como Efetuar A Análise De Competidores Em UX Design?








Bruna Mayer Costa",,,
Semana 03,20,9285f9242ccc4af5992b00aebdc8d47e,"Fácil de usar: como os segredos do design user friendly estão mudando o modo como vivemos, trabalhamos e nos divertimos.",Bruna Mayer Costa,Outros,"Fácil de usar: como os segredos do design user friendly estão mudando o modo como vivemos, trabalhamos e nos divertimos.








Bruna Mayer Costa",,,
Semana 03,21,d7894481dc1b414b8407efc041880836,Análise e Desenvolvimento de Sistemas de Recomendação de Vestuário com Dados da ModCloth,"Nota: 10.0








Ovidio Lopes da Cruz Netto

Atividade ponderada",Atividade,"Análise e Desenvolvimento de Sistemas de Recomendação de Vestuário com Dados da ModCloth

Nota: 10.0








Ovidio Lopes da Cruz Netto

Atividade ponderada",,,
Semana 03,22,770f2dbf8ce143b684c657cbd6edb73d,What is Mobile First Design?,"Nota: 10.0








Bruna Mayer Costa

Atividade ponderada",Atividade,"What is Mobile First Design?

Nota: 10.0








Bruna Mayer Costa

Atividade ponderada",,,
Semana 03,23,697cba84e6f445cbbe31c03d07016557,Questão Ponderada: Singular Value Decomposition,"Nota: 0.0








Luciano Galdino

Atividade ponderada",Atividade,"Questão Ponderada: Singular Value Decomposition

Nota: 0.0








Luciano Galdino

Atividade ponderada",,,
Semana 04,1,eec074faad524a00851975644ae1d328,Arquitetura Geral e Orientada a Serviços (SOA) e a perspectiva de requisitos não funcionais,"12/05/2025 - 14:00h








Ovidio Lopes da Cruz Netto",Outros,"Arquitetura Geral e Orientada a Serviços (SOA) e a perspectiva de requisitos não funcionais








12/05/2025 - 14:00h








Ovidio Lopes da Cruz Netto",,,
Semana 04,2,2faee3c7bf47443598b271692248a457,Exemplo de um diagrama de arquitetura SOA de componentes,Ovidio Lopes da Cruz Netto,Outros,"Exemplo de um diagrama de arquitetura SOA de componentes








Ovidio Lopes da Cruz Netto",,,
Semana 04,3,8559de005160463bbe02bace7ff395be,Exemplo de um diagrama de arquitetura SOA em UML,Ovidio Lopes da Cruz Netto,Outros,"Exemplo de um diagrama de arquitetura SOA em UML








Ovidio Lopes da Cruz Netto",,,
Semana 04,4,41d90b739bd94540929ef37afe1979ef,Arquitetura de Referencia SOA - TOGAF,Ovidio Lopes da Cruz Netto,Outros,"Arquitetura de Referencia SOA - TOGAF








Ovidio Lopes da Cruz Netto",,,
Semana 04,5,8d4af0a31a0f4d9592b79c2d294294b1,Requisitos não funcionais no contexto de SOA,Ovidio Lopes da Cruz Netto,Outros,"Requisitos não funcionais no contexto de SOA








Ovidio Lopes da Cruz Netto",,,
Semana 04,6,c15c3b62b8fa4337969cc36e9ae58308,Criando Diagramas - StarUML,Ovidio Lopes da Cruz Netto,Outros,"Criando Diagramas - StarUML








Ovidio Lopes da Cruz Netto",,,
Semana 04,7,1013d106be7a49d3a59021cf90714ed9,Norma ISO 25010,Ovidio Lopes da Cruz Netto,Outros,"Norma ISO 25010








Ovidio Lopes da Cruz Netto",,,
Semana 04,8,52c832acf08f4ccba2370f4a2a935842,Arquitetura Orientada a Serviços - Visão da IBM,Ovidio Lopes da Cruz Netto,Outros,"Arquitetura Orientada a Serviços - Visão da IBM








Ovidio Lopes da Cruz Netto",,,
Semana 04,9,fa37a5fbcd6949478c7beea70ac67e7d,Arquitetura Orientada a Serviços - Visão da Microsoft,Ovidio Lopes da Cruz Netto,Outros,"Arquitetura Orientada a Serviços - Visão da Microsoft








Ovidio Lopes da Cruz Netto",,,
Semana 04,10,e08a5f2c73e44deebca70266a7109e4a,Arquitetura Orientada a Serviços - Visão da AWS,Ovidio Lopes da Cruz Netto,Outros,"Arquitetura Orientada a Serviços - Visão da AWS








Ovidio Lopes da Cruz Netto",,,
Semana 04,11,fcec2ea8172b4362a1268869c052f398,SOA do ponto de vista de negócio,"13/05/2025 - 14:00h








Rafael Ricardo Jacomossi",Outros,"SOA do ponto de vista de negócio








13/05/2025 - 14:00h








Rafael Ricardo Jacomossi",,,
Semana 04,12,3ea67c6c398f4530ae9f3ac9e63a3fde,Benefícios da SOA para negócios,Rafael Ricardo Jacomossi,Outros,"Benefícios da SOA para negócios








Rafael Ricardo Jacomossi",,,
Semana 04,13,0b6b7e9cf6ed4bccba59636b063d6997,Qual a importância da SOA (Arquitetura Orientada a Serviços) para a adaptação das empresas às necessidades de negócios atuais?,Rafael Ricardo Jacomossi,Outros,"Qual a importância da SOA (Arquitetura Orientada a Serviços) para a adaptação das empresas às necessidades de negócios atuais?








Rafael Ricardo Jacomossi",,,
Semana 04,14,82a6d5bdde2640899e90618b996896fe,Negócios Online - Arquiteturas Orientadas a Serviços,Rafael Ricardo Jacomossi,Outros,"Negócios Online - Arquiteturas Orientadas a Serviços








Rafael Ricardo Jacomossi",,,
Semana 04,15,dd4f07c97c8a4e5da8c82fbe3ff3585e,Padrões de interação e recursos de personalização,"14/05/2025 - 14:00h








Bruna Mayer Costa",Outros,"Padrões de interação e recursos de personalização








14/05/2025 - 14:00h








Bruna Mayer Costa",,,
Semana 04,16,4956814657f04c21ab117e10e0527567,"The internet is starting to break, here's why",Bruna Mayer Costa,Outros,"The internet is starting to break, here's why








Bruna Mayer Costa",,,
Semana 04,17,2467b75666c54de6ad8165a1b30639d2,Intro to UI Design Patterns,Bruna Mayer Costa,Outros,"Intro to UI Design Patterns








Bruna Mayer Costa",,,
Semana 04,18,8412397749d94f42b2c5ce1559054a08,"Basics of UI Design for Mobile Apps - Artboard Size, Screen Density and Resolution for Beginners",Bruna Mayer Costa,Outros,"Basics of UI Design for Mobile Apps - Artboard Size, Screen Density and Resolution for Beginners








Bruna Mayer Costa",,,
Semana 04,19,04d269a7c4bf4a328693d3514df39bb7,How to Develop and Test a Mobile-First Design in 2021,Bruna Mayer Costa,Outros,"How to Develop and Test a Mobile-First Design in 2021








Bruna Mayer Costa",,,
Semana 04,20,025ca71f292749ccae923d04b5819633,Medidas de proximidade: Encontrando Vizinhos com K-NN,"15/05/2025 - 14:00h








Luciano Galdino",Outros,"Medidas de proximidade: Encontrando Vizinhos com K-NN








15/05/2025 - 14:00h








Luciano Galdino",,,
Semana 04,21,885a1c31dd0a4e2d9ec3b674efbaa8ca,Videoaula 1: Top 6 Machine Learning Algorithms for Beginners - Classification (by Visual Studio Design),Luciano Galdino,Outros,"Videoaula 1: Top 6 Machine Learning Algorithms for Beginners - Classification (by Visual Studio Design)








Luciano Galdino",,,
Semana 04,22,644c178a5d8348f6b51ac77756f2d27e,Teoria: Modelos Preditivos: Métodos baseados em distâncias,Luciano Galdino,Outros,"Teoria: Modelos Preditivos: Métodos baseados em distâncias








Luciano Galdino",,,
Semana 04,23,b9aabc3c1177448ca15416088178549b,Sprint Review  e  Retrospective 2,16/05/2025 - 14:00h,Outros,"Sprint Review  e  Retrospective 2








16/05/2025 - 14:00h",,,
Semana 04,24,277c40ef15af4f8bae1066d25358a308,Arquitetura SOA e requisitos não funcionais,"Nota: 9.0








Ovidio Lopes da Cruz Netto

Atividade ponderada",Atividade,"Arquitetura SOA e requisitos não funcionais

Nota: 9.0








Ovidio Lopes da Cruz Netto

Atividade ponderada",,,
Semana 04,25,f1ffa63f4ec2480ca6790f11bd7a0553,Atividade de UX: Figma,"Nota: 2.8








Bruna Mayer Costa

Atividade ponderada",Atividade,"Atividade de UX: Figma

Nota: 2.8








Bruna Mayer Costa

Atividade ponderada",,,
Semana 04,26,e4e6703e0df24c06856b922712463982,Questão Ponderada: Medidas de Proximidade,"Nota: 10.0








Luciano Galdino

Atividade ponderada",Atividade,"Questão Ponderada: Medidas de Proximidade

Nota: 10.0








Luciano Galdino

Atividade ponderada",,,
Semana 04,27,c2a612c2279b4c338527a4c4cfd3c9e6,MODELAGEM DE DADOS,"Nota: 6.3

Atividade ponderada",Atividade,"MODELAGEM DE DADOS

Nota: 6.3

Atividade ponderada",,,
Semana 04,28,a366cc843ddb4bd8846fc935f9bd0d73,SOLUÇÃO TÉCNICA  (DESIGN),"Nota: 6.6

Atividade ponderada",Atividade,"SOLUÇÃO TÉCNICA  (DESIGN)

Nota: 6.6

Atividade ponderada",,,
Semana 04,29,e7dd99b778d94d00a110ec6ecdae5e82,MODELO DE RECOMENDAÇÃO BASEADO EM FILTRAGEM COLABORATIVA,"Nota: 6.0

Atividade ponderada",Atividade,"MODELO DE RECOMENDAÇÃO BASEADO EM FILTRAGEM COLABORATIVA

Nota: 6.0

Atividade ponderada",,,
Semana 04,30,0a4067cdfb2b412292e743fb7f5d444b,PROJETO VISUAL DA SOLUÇÃO,"Nota: 7.1

Atividade ponderada",Atividade,"PROJETO VISUAL DA SOLUÇÃO

Nota: 7.1

Atividade ponderada",,,
Semana 04,31,a949dae9585649e896c4bf4e2d3bc6f2,GESTÃO DE PROJETOS EVOLUTIVA,"Nota: 6.8

Atividade ponderada",Atividade,"GESTÃO DE PROJETOS EVOLUTIVA

Nota: 6.8

Atividade ponderada",,,
Semana 05,1,af12860269f14e3d8f9d9f028a4b0bd8,Sprint Planning 3 e Demonstração de Aprendizagem,19/05/2025 - 14:00h,Outros,"Sprint Planning 3 e Demonstração de Aprendizagem








19/05/2025 - 14:00h",,,
Semana 05,2,42a64baf1c044bc08501d6f993d4b2f1,FrontEnd Mobile e Arquitetura MVVM (React Native),"20/05/2025 - 14:00h








Ovidio Lopes da Cruz Netto",Outros,"FrontEnd Mobile e Arquitetura MVVM (React Native)








20/05/2025 - 14:00h








Ovidio Lopes da Cruz Netto",,,
Semana 05,3,819dc344a2844ebf81dc7f0aee0426fe,Primeiro app com React Native,Ovidio Lopes da Cruz Netto,Outros,"Primeiro app com React Native








Ovidio Lopes da Cruz Netto",,,
Semana 05,4,e7b0ea4c5a9644749aaebccd8b3bf81e,MVVM com React Native,Ovidio Lopes da Cruz Netto,Outros,"MVVM com React Native








Ovidio Lopes da Cruz Netto",,,
Semana 05,5,6fac45482c914dc382116c36d883c354,Exemplo de MVVM com Redux em React Native,Ovidio Lopes da Cruz Netto,Outros,"Exemplo de MVVM com Redux em React Native








Ovidio Lopes da Cruz Netto",,,
Semana 05,6,9e275fcaeb33418b8e2cb5aeb9499342,Tópicos de BD: Transactions e Triggers,"21/05/2025 - 14:00h








Hermano Peixoto de Oliveira Junior",Outros,"Tópicos de BD: Transactions e Triggers








21/05/2025 - 14:00h








Hermano Peixoto de Oliveira Junior",,,
Semana 05,7,1b77d97f7f6043448f10787bfcd9c970,PostgreSQL 15 Documentation – SQL Language: Triggers and Transactions,Hermano Peixoto de Oliveira Junior,Outros,"PostgreSQL 15 Documentation – SQL Language: Triggers and Transactions








Hermano Peixoto de Oliveira Junior",,,
Semana 05,8,ed34b55980ca4a76b618542a283b87c2,PostgreSQL Triggers,Hermano Peixoto de Oliveira Junior,Outros,"PostgreSQL Triggers








Hermano Peixoto de Oliveira Junior",,,
Semana 05,9,d8bdf37b5b594bb292a7450e76bc4377,PostgreSQL Transactions,Hermano Peixoto de Oliveira Junior,Outros,"PostgreSQL Transactions








Hermano Peixoto de Oliveira Junior",,,
Semana 05,10,037054b36ca8495e9a4764bf0c1a8146,Centróides e Clusters: Explorando Padrões com Agrupamento de Dados (algoritmo k-means).,"22/05/2025 - 14:00h








Luciano Galdino",Outros,"Centróides e Clusters: Explorando Padrões com Agrupamento de Dados (algoritmo k-means).








22/05/2025 - 14:00h








Luciano Galdino",,,
Semana 05,11,3f3d1e3c60d14bd99a92268b00b16c6f,Teoria: Clusterização - Algoritmo k-means (k-médias),Luciano Galdino,Outros,"Teoria: Clusterização - Algoritmo k-means (k-médias)








Luciano Galdino",,,
Semana 05,12,ac4ce076a14e44d88a1ea5df14570c8c,Vídeo 1: k-means clustering (by TileStats),Luciano Galdino,Outros,"Vídeo 1: k-means clustering (by TileStats)








Luciano Galdino",,,
Semana 05,13,b564c2658d24489c93b0caf09003ce52,Vídeo 2: k-Means-Clustering visualized (by Valinor),Luciano Galdino,Outros,"Vídeo 2: k-Means-Clustering visualized (by Valinor)








Luciano Galdino",,,
Semana 05,14,417ce32f644447b3a2254afb150fb8a8,Tipos de testes de usabilidade: avaliando personalização e gamificação,"23/05/2025 - 14:00h








Bruna Mayer Costa",Outros,"Tipos de testes de usabilidade: avaliando personalização e gamificação








23/05/2025 - 14:00h








Bruna Mayer Costa",,,
Semana 05,15,cc33eb59aab04f7b800548cb93673dcd,Ferramentas de Avaliação: Lighthouse,Bruna Mayer Costa,Avaliação,"Ferramentas de Avaliação: Lighthouse








Bruna Mayer Costa",,,
Semana 05,16,7f30bf91bf5d4548a8459b7df6d7f80f,LightHouse: Teste um site!,Bruna Mayer Costa,Outros,"LightHouse: Teste um site!








Bruna Mayer Costa",,,
Semana 05,17,cae950d27bb043698e01ddeb8eedc915,Fim do Flipper? Debugger React Native,Bruna Mayer Costa,Outros,"Fim do Flipper? Debugger React Native








Bruna Mayer Costa",,,
Semana 05,18,3a3edefc47e14f9bb3d3d34b6775c72d,Escalas Numéricas de Usabilidade: System Usability Scale (SUS),Bruna Mayer Costa,Outros,"Escalas Numéricas de Usabilidade: System Usability Scale (SUS)








Bruna Mayer Costa",,,
Semana 05,19,da592ac6339c4319950f67aef3cd47da,Preparando Testes,Bruna Mayer Costa,Outros,"Preparando Testes








Bruna Mayer Costa",,,
Semana 05,20,c74553e0d1054f5b82a92244d5dae254,Qualidades de uma navegação bem sucedida.,Bruna Mayer Costa,Outros,"Qualidades de uma navegação bem sucedida.








Bruna Mayer Costa",,,
Semana 05,21,50761d11b1a4443a8ba3acc1fc0a0d2b,Questão Ponderada: Clusterização por meio do algoritmo k-means,"Nota: 10.0








Luciano Galdino

Atividade ponderada",Atividade,"Questão Ponderada: Clusterização por meio do algoritmo k-means

Nota: 10.0








Luciano Galdino

Atividade ponderada",,,
Semana 05,22,269a9a68383840048ab149a89eb97e93,Atividade de UX: Preparando Testes,"Nota: 8.5








Bruna Mayer Costa

Atividade ponderada",Atividade,"Atividade de UX: Preparando Testes

Nota: 8.5








Bruna Mayer Costa

Atividade ponderada",,,
Semana 06,1,b43f0062796e4ac884eac237bf6164f7,Orientação a objetos com TDD,"26/05/2025 - 10:00h








Afonso Cesar Lelis Brandão",Outros,"Orientação a objetos com TDD








26/05/2025 - 10:00h








Afonso Cesar Lelis Brandão",,,
Semana 06,2,fd30d89f0d5a4bf59abc598154b10062,"Test-Driven Development (TDD), Programação Orientada a Objetos (OOP) e Behavior-Driven Development (BDD) em C# .NET 9.0",,Outros,"Test-Driven Development (TDD), Programação Orientada a Objetos (OOP) e Behavior-Driven Development (BDD) em C# .NET 9.0",,,
Semana 06,3,12f09bf10f8343cfa17e88c26fb85d75,".NET testes unitários do zero | parte 01 | fakers, assertions, traits, facts, theories, traits",Afonso Cesar Lelis Brandão,Outros,".NET testes unitários do zero | parte 01 | fakers, assertions, traits, facts, theories, traits








Afonso Cesar Lelis Brandão",,,
Semana 06,4,b9ef1b8ed39a49eba9e41665c7ac2508,Curso de linguagem C orientado a testes: Curso de C utilizando Test Driven Development (TDD),Afonso Cesar Lelis Brandão,Outros,"Curso de linguagem C orientado a testes: Curso de C utilizando Test Driven Development (TDD)








Afonso Cesar Lelis Brandão",,,
Semana 06,5,5ecff01b50874f4385f58cc6af65b8fc,TDD: fundamentos do desenvolvimento orientado a testes,Afonso Cesar Lelis Brandão,Outros,"TDD: fundamentos do desenvolvimento orientado a testes








Afonso Cesar Lelis Brandão",,,
Semana 06,6,807493c04b5d44d9b5f32e9b631c7613,Gerenciamento de funil de leads,"27/05/2025 - 10:00h








Rafael Ricardo Jacomossi",Outros,"Gerenciamento de funil de leads








27/05/2025 - 10:00h








Rafael Ricardo Jacomossi",,,
Semana 06,7,897541ab9a284e319821850abb480c88,O que é Marketing Digital?,Rafael Ricardo Jacomossi,Outros,"O que é Marketing Digital?








Rafael Ricardo Jacomossi",,,
Semana 06,8,f15e3345ee924b1ba54e932e5559aed6,O que são Leads?,Rafael Ricardo Jacomossi,Outros,"O que são Leads?








Rafael Ricardo Jacomossi",,,
Semana 06,9,a01b81c94f1f429a86bb8f3785ebf6a0,Funil de vendas: saiba o que é e conheça suas etapas,Rafael Ricardo Jacomossi,Outros,"Funil de vendas: saiba o que é e conheça suas etapas








Rafael Ricardo Jacomossi",,,
Semana 06,10,13e52da4b8e741a988cfe4c5fc207567,The New Rules of B2B Lead Generation,Rafael Ricardo Jacomossi,Outros,"The New Rules of B2B Lead Generation








Rafael Ricardo Jacomossi",,,
Semana 06,11,86cb7fc0df5d447097b7ea2a2137ab24,Ética e gestão do conhecimento,"28/05/2025 - 10:00h








Filipe Gonçalves de Souza Nogueira da Silva",Outros,"Ética e gestão do conhecimento








28/05/2025 - 10:00h








Filipe Gonçalves de Souza Nogueira da Silva",,,
Semana 06,12,280b076e7f74485192dccfca231d3c87,Qual é a sua estratégia de gestão de conhecimento?,Filipe Gonçalves de Souza Nogueira da Silva,Outros,"Qual é a sua estratégia de gestão de conhecimento?








Filipe Gonçalves de Souza Nogueira da Silva",,,
Semana 06,13,7c74ae3ea428491a9031526da645eb3d,AI4People - Um framework de ética na computação,Filipe Gonçalves de Souza Nogueira da Silva,Outros,"AI4People - Um framework de ética na computação








Filipe Gonçalves de Souza Nogueira da Silva",,,
Semana 06,14,d4e81aa1110b49dab94d1ba8195be012,Testes de Integração,"29/05/2025 - 10:00h








Afonso Cesar Lelis Brandão",Outros,"Testes de Integração








29/05/2025 - 10:00h








Afonso Cesar Lelis Brandão",,,
Semana 06,15,a2fb230ef4d042a0b77fab53145b6fe8,Testes de Integração Aplicados a Software Orientado a Objetos,Afonso Cesar Lelis Brandão,Outros,"Testes de Integração Aplicados a Software Orientado a Objetos








Afonso Cesar Lelis Brandão",,,
Semana 06,16,14617d8b930a4a16a2ed50043daed8ac,2 Níveis de Testes | O que são Testes de Integração?,Afonso Cesar Lelis Brandão,Outros,"2 Níveis de Testes | O que são Testes de Integração?








Afonso Cesar Lelis Brandão",,,
